16-09-2021 10:48,covid appeals court backs florida ban school mask mandates high time must end t,b'_Perry4Law',"b'New Delhi, India'",positive,0.16
16-09-2021 07:50,important point raised pandemic continues responding covid eme,b'RiseIndia2030',b'India',positive,0.4
16-09-2021 05:57,ppl power authority don t want wear mask try justify giving illogical reasons,b'parpalpkj',b'India',neutral,0
16-09-2021 05:47,best way encourage people wear mask public n ninstall monkey face filter cctv n n instafilters,b'VenkysViews',"b'Chennai, India'",positive,0.316666667
16-09-2021 04:43,responsible citizen amp follow rules cur covid spread n n n n n n n n n n covid covidvacccine,b'PhoenixUniLko',"b'Lucknow, India'",positive,0.2
16-09-2021 04:36,responsible citizen amp follow rules cur covid spread n n n n n n n n covid covidvacccine,b'PhoenixUnitedBE',"b'Bareilly, India'",positive,0.2
16-09-2021 04:19,start pandemic first detected late central chinese city o,b'NewsLiveGhy',"b'Guwahati, India'",negative,-0.0125
16-09-2021 03:32,startup idea f startup deliver mask anywhere anytime n ni always forget take mask go outside n startups covid,b'ThajAboobaker',"b'Cochin, India'",neutral,0
15-09-2021 21:53,covid appeals court backs florida ban school mask mandates high time must end t,b'_Orwellian',"b'New Delhi, India'",positive,0.16
15-09-2021 17:11,spreadingmasks shri tharanathan ak handing free n masks family health centre fhc adat fhv kadangod,b'TibetHeritage',"b'Mumbai, India'",positive,0.4
15-09-2021 16:08,fully vaccinated f e f e nweak mask amp safe covid n wearmask n washhands n usesenitizer,b'A_M_Amarjit',"b'Agartala, India'",positive,0.5
15-09-2021 13:37,sharp increase number fresh covid cases mumbai last hours nplease please wear mask pr,b'NotMengele',"b'Mumbai, India'",positive,0.058333333
15-09-2021 13:28,india reported great decline various kinds respiratory diseases e luding covid people s,b'chiikoriitaa',b'India',positive,0.4
15-09-2021 12:34,wear mask going outside covid corona,b'Backpackerrider',"b'Jalandhar, India'",neutral,0
15-09-2021 11:31,long time came airport nflying ahmedabad n nwear mask stay safe n covid,b'krishstocks',"b'Bengaluru, India'",positive,0.225
15-09-2021 11:11,committed safety please wear mask times going n n safety,b'SPICinemas',b'India',neutral,0
15-09-2021 11:05,know indian surgical mask market valued million e ected reach,b'consult_dna',"b'Bengaluru, India'",neutral,0
15-09-2021 09:25,westbengal e ends covid restrictions till september e sting rela tions n,b'ZeeNewsEnglish',b'India',neutral,0
15-09-2021 08:49,one wearing mask metgala n covid still,b'writernextdoor_',"b'Hyderabad, India'",neutral,0
15-09-2021 05:13,hot nnetmeds prescription medicines flat netmeds cashback n nvisit,b'on9deals',"b'Mumbai, India'",positive,0.1125
15-09-2021 05:09,obsessed modi local new york daily forgets fact america registers covid,b'rijubose',"b'New Delhi, India'",negative,-0.090909091
14-09-2021 18:39,please give mask effective covid nshopkeeper please try n covid metgala,b'1indianbhukkad',"b'Mumbai, India'",positive,0.6
14-09-2021 16:30,covid inspires patients says precautions need taken though avoid wearing mask talk,b'DrAashirya',"b'Hyderabad, India'",neutral,0
14-09-2021 15:46,neglect mask n n covid vaccineswork fauci maskssavelives,b'ubervaper',b'Indian Territory',neutral,0
14-09-2021 13:23,study shows washing drying reusable masks doesn t make useless n n facemask resuablemask clothmask,b'Ihw_tv',b'India',negative,-0.5
14-09-2021 12:31,smart assist performs mask wearing monitoring complete body temperature scanning data recording facial image,b'themachinemaker',"b'Pune, India'",positive,0.104761905
14-09-2021 12:22,e erienced f n n covid rdwave thirdwaveofcorona mask facemask galattamemes,b'galattadotcom',"b'Chennai, India'",neutral,0
14-09-2021 12:01,educational spaces started opening students essential follow covid safety protocols,b'bharatcaresorg',b'India',positive,0.125
14-09-2021 11:17,covid advisory tickets nno one check rtpcr vaccine,b'Shubhamtomaradi',b'India',neutral,0
14-09-2021 08:29,everyone must used face mask f bcz covid gone yet n nlet s stand together indiafightscorona,b'vaibhavkaushiki',"b'New Delhi, India'",neutral,0
14-09-2021 08:22,covid suggested government india interest customers empl,b'POCOSupport',b'India',neutral,0
14-09-2021 07:45,wish someone provide answers following questions nrisk getting covid casual contact,b'malpani',"b'Mumbai, India'",negative,-0.25
14-09-2021 06:53,community mask wearing reduce covid spreading s first kind large rct found bang,b'JPAL_SA',b'India',positive,0.354761905
14-09-2021 06:48,great work police year pandemic still need aware ppl regarding covid consequences,b'PraksMardaraj',b'India',positive,0.525
14-09-2021 05:25,nbut first wear mask n nin distribution drives people come collect ration,b'ncfdeepak',"b'Dhanbad, India'",positive,0.25
14-09-2021 05:21,first wear mask n nin distribution drives people come collect rati,b'ncfdeepak',"b'Dhanbad, India'",positive,0.25
14-09-2021 05:19,first wear mask n nin distribution drives people come collect ration kits,b'ncfdeepak',"b'Dhanbad, India'",positive,0.25
14-09-2021 00:37,rash,b'Nitesh_Chauhan7',"b'Mumbai, India'",neutral,0
13-09-2021 15:02,congratulations india nindia crossed crore vaccines administration mark nbut question,b'shivarchitm',"b'Varanasi, India'",neutral,0
13-09-2021 05:52,people now mask needed f jogeshwari registration office n n n covid covid india n,b'RichaRanawat29',"b'Mumbai, India'",neutral,0
13-09-2021 05:11,stay safe nwear mask avoid crowds choose outdoor spaces stay least feet apart people don t live,b'kd_medical',"b'Mathura, India'",positive,0.112121212
12-09-2021 22:08,ve worn mask bra year f n n covid,b'AdeeAslamAhmed',"b'New Delhi, India'",neutral,0
12-09-2021 17:02,bycycle city f n ahmedabad photooftheday photographer sundayvibes sunghoon lucknow sungchan dslr city night,b'iamtalkerboy',"b'Cherthala, India'",neutral,0
12-09-2021 16:32,surya tejaswi anna becoming photogenic wearing mask occasions,b'skumara003d',"b'Karnataka, India'",positive,0.45
12-09-2021 09:25,finally got first ja covid vaccine today let s hope enough us vaccinated helps stop spre,b'ImNM45',b'India',positive,0.083333333
12-09-2021 08:52,taliban terrorist covid n mask burkha compulsary n home isolation n spread come contact n kills,b'VasurajBHATT',b'India',neutral,0
12-09-2021 08:37,dream dream others nyes rainbow f c,b'Rainbow_NGO',"b'West Bengal, India'",neutral,0
12-09-2021 06:58,footage vaccine centre civil hospital abohar clearly shows mismanagement hospital staff l,b'Jattinbulandi',b'India',positive,0.1
12-09-2021 06:39,masks imperative fight covid wear mask stepping house n nwr requests eve,b'WesternRly',"b'Mumbai, India'",neutral,0
12-09-2021 02:10,entitled long wore mask nthe younger woman election manager alisa keane,b'imacuriosguy',"b'Vadodara , India'",negative,-0.025
11-09-2021 18:52,good f d f d f d n napart jokes n nkeep sanitized always use mask social distance,b'Biplab_Das_IND',"b'Kolkata, India'",positive,0.366666667
11-09-2021 14:33,wear mask e rcising covid mythbuster n,b'johnson_paints',"b'Patna, Bihar, India'",neutral,0
11-09-2021 10:30,mask wearing protect covid may saving oral hygiene woes,b'hthealthshots',"b'New Delhi, India'",neutral,0
11-09-2021 10:18,covid suggested government india interest customers employee,b'RedmiSupportIN',b'India',neutral,0
11-09-2021 09:16,new normal face masks fast becoming new age fashion accessory n n mask facemask covid,b'NewsMobileIndia',b'India',positive,0.214545455
11-09-2021 09:00,keep calm wear mask always nprotect covid n beekayturbotmt solidbharosa wecare ma afety,b'BeekaySteel',"b'Kolkata, India'",positive,0.3
11-09-2021 04:45,australia recorded new highs infections current outbreak florida posted record number,b'BloombergQuint',"b'Mumbai, India'",positive,0.068181818
11-09-2021 04:15,dear citizens staying safe taking necessary precautions help slow spread vi,b'DoITCRaj',"b'Jaipur, India'",positive,0.066666667
11-09-2021 02:46,socialdistancing nis easy f n n corona covid mask,b'Prakashukla',"b'Mahindra Group, India'",positive,0.433333333
11-09-2021 01:34,wearing masks matter better control covid n na large rct bangladesh shows increasing mask wear,b'rameshkotnana1',"b'Hyderabad, India'",positive,0.357142857
10-09-2021 21:24,provided o genconcentrater amp n mask covid rd wave preparedness district administration,b'RAWSindia',"b'Bhopal, India'",neutral,0
15-09-2021 19:20,board hasn t directly voted masks doesn t mean haven t voted masks o,b'JGfortwayne',"b'Fort Wayne, Indiana'",negative,-0.10625
15-09-2021 18:51,happened follow science indiana continues moving backwards response,b'dlneidert',b'Anderson Indiana',neutral,0
19-09-2021 10:58,dear shoppers fitting rooms meant clothes trials mask trials horrifying see store assistan,b'DevinaET',"b'Mumbai,India'",negative,-0.2
18-09-2021 11:33,wearing mask true symbol social responsibility n ind,b'Mayapurigraphic',"b'Chennai, Tamil Nadu. India'",positive,0.191666667
19-09-2021 13:52,regarding mask ll disagree sir e ept much crowd n mask creates trouble brea,b'shankaravijayam',b'Bharat i.e India',neutral,0
19-09-2021 09:50,side effect mountains travel long got panic seeing many people around n nand people beha,b'WithManish0',b'India',positive,0.225
19-09-2021 09:14,n bmc governor,b'gyandeepsonis',"b'Mumbai, India'",neutral,0
19-09-2021 07:41,ready tame badass tresses moisturization amp nourishment n n haircare hairgrowth hairmask,b'Zobhalifeindia',"b'New Delhi, India'",negative,-0.008333333
19-09-2021 01:58,good morning friends don t forget wear mask whenever crowded public place great sunday,b'spl_ind',"b'Howrah, India'",positive,0.5
18-09-2021 21:10,first time alabama s known history state deaths births,b'cheryl_fahling',b'Northeast Indiana',positive,0.25
18-09-2021 13:24,health issues consult online wherever nvisit india mask health,b'racdoc2',b'India',neutral,0
18-09-2021 13:11,limit count abilities ntake business online bmdu feel proud,b'DigitalUtiliza1',"b'Noida, India'",positive,0.8
18-09-2021 11:14,death percentage preventable disease unacceptable weather s near nothing n nit s e use,b'o2procare',"b'New Delhi, India'",positive,0.1
18-09-2021 07:30,mumbai nearly people fined weekend flouting mask rule,b'MumbaiLiveNews',"b'Mumbai, India'",positive,0.1
18-09-2021 04:47,thank ipsha pathak g prop aavran giving us opportunity aap yunhi aage badhte rahiya ncotton mask,b'mithilakritihub',b'India',neutral,0
17-09-2021 17:32,latest research n mask tinea maskne fungus,b'amanzadermat',b'Perinthalmanna & Wandoor.India',positive,0.5
17-09-2021 17:11,time attempt bring something doesn t need upgrade something truly believe perfect,b'ganeshunwired',"b'Pune, India'",positive,1
17-09-2021 15:43,helmet n mask mumbai,b'Misha35117194',"b'Mumbai, India'",neutral,0
17-09-2021 14:12,said safe stylish nmallcom s latest designer surgical masks bis certified layers m,b'Mallcom_India',"b'Kolkata, West Bengal, India.'",positive,0.5
17-09-2021 14:08,safe wear mask f f f n n tiruvallurcollector n coronaawareness coronaawarenesscampaign,b'MemesPettai',"b'Tamil Nadu, India'",positive,0.5
17-09-2021 13:30,india continues largest vaccine drive world let us remain vigilant continue wear masks,b'TheMaskLabIndia',"b'Mumbai, India.'",neutral,0
17-09-2021 13:11,online doctor consultation wherever nvisit india mask health,b'racdoc2',b'India',neutral,0
17-09-2021 12:43,calling morning remind glowing healthy skin d f f nwho s gonna pick call n nshop now,b'seersecrets',"b'New Delhi, India'",positive,0.5
17-09-2021 12:27,buy personal care products starting rs n,b'meenatri',"b'Mysore, India'",neutral,0
17-09-2021 10:08,asking everyone use mask capable clean garbage,b'AggaAlka',"b'New Delhi, India'",positive,0.283333333
17-09-2021 05:56,mallcom glad introduce new range designer surgical masks variety colours design made,b'Mallcom_India',"b'Kolkata, West Bengal, India.'",positive,0.318181818
17-09-2021 04:00,days mask removal feels scene sort secret identity superhero film,b'lifestyle_ie',"b'Noida, India'",negative,-0.4
17-09-2021 02:48,jamshedpur police helmet mask e pass scam n nshameless jamsh,b'evewin89',b'JAMSHEDPUR (TATA) (INDIA)',neutral,0
16-09-2021 12:49,reopening schools children high risk contacting virus risky circumstances beco,b'smilefoundation',b'India',positive,0.16
16-09-2021 12:29,online doctor consultation wherever nvisit india mask health,b'racdoc2',b'India',neutral,0
16-09-2021 12:13,upto household essentials n personalcareproducts,b'meenatri',"b'Mysore, India'",neutral,0
16-09-2021 05:53,please put market soon coronavirus mask,b'NandiniCSen',b'India',neutral,0
15-09-2021 14:58,time rd wave hit us people slowly stopped using mask public places think,b'Aman_SharmaJii',b'India',negative,-0.15
15-09-2021 12:48,online doctor consultation wherever nvisit india mask health,b'racdoc2',b'India',neutral,0
15-09-2021 11:26,captain america loved kids want mask captain america s m,b'BookMyCostume',b'India',positive,0.7
15-09-2021 11:03,zukz plus niso shutter speed n n orange male person boy meghalaya photography nature,b'afugong',"b'Pynursla, India'",neutral,0
15-09-2021 10:21,research done case western reserve university brown university n n covidvaccine vaccination mask,b'Shipra_Travels',"b'Panchkula, Haryana, India'",neutral,0
15-09-2021 10:01,halloween masks set two abstract mo shen via n n art monoprint unique halloween mask,b'Arty_shen',b'\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 India.',positive,0.375
15-09-2021 02:56,now think made mandatory wear mask,b'TheRohitPuri',"b'Delhi, India'",neutral,0
14-09-2021 13:34,masked minds n nshinie antony project delegate mask series conversation priya rajaram souvik,b'_TMYS_',"b'Mumbai, India'",neutral,0
14-09-2021 13:01,online doctor consultation wherever nvisit india mask health,b'racdoc2',b'India',neutral,0
14-09-2021 09:33,adityaroykapur spotted wearing ffp willow mask n nour japanese willow mask ultra breathable styl,b'TheMaskLabIndia',"b'Mumbai, India.'",neutral,0
14-09-2021 09:00,find perfect face mask n facemask mask skin skincare healthyskin,b'NariKesari',"b'Jalandhar, India'",positive,1
14-09-2021 07:19,request n nmany asking n kar mina dot mask rebuying n nsome missed old rally posted newone,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",positive,0.1
14-09-2021 05:05,notably mask finds mention twice n n wear mask n n neglect mask n n flupandemic influenza,b'SudeshnaBBaruah',b'India ',positive,0.5
13-09-2021 15:18,strike cleanupmashall dadagiri clicking pics n nis hv right t,b'MIK_1182',"b'Mumbai, India'",positive,0.285714286
13-09-2021 14:20,online doctor consultation wherever nvisit india mask health,b'racdoc2',b'India',neutral,0
13-09-2021 07:30,e e e d c e f via whenever open school students,b'estoniacompany1',b'India',neutral,0
12-09-2021 18:30,post pandemic world mask become important accessory cum necessity safety festive,b'AfterTaste2012',"b'Mumbai, Maharashtra, India'",positive,0.4
12-09-2021 18:01,watching theater wearing mask muflar,b'Dushyantdmo',"b'Damoh, India'",neutral,0
12-09-2021 17:48,getting covid post vaccination fun second time pre vaccination now post body,b'ABLuxury',"b'Delhi, India'",positive,0.15
12-09-2021 16:12,mask nwithin hour pump d n n fa nthis long term holding pf n nyour take nif u don t patience,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",negative,-0.05
12-09-2021 14:28,yesterday researched mask n nwil find new one will post channel f c f c f c f,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",positive,0.136363636
12-09-2021 14:28,gentle reminder n nyesterday posted mask nread carefully n nstay tuned new coin,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",positive,0.078787879
12-09-2021 14:18,mask done n nposted,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",neutral,0
12-09-2021 13:16,th mask n norder filled pump n ndeal n new coin posted n n kar x n mask n nrest buying done,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",positive,0.268181818
12-09-2021 13:12,online doctor consultation wherever nvisit india mask health,b'racdoc2',b'India',neutral,0
12-09-2021 13:06,masks take f n n newyork black mask travel night,b'kulraj_randhawa',"b'mumbai, india'",negative,-0.166666667
12-09-2021 12:41,wonderful conversation nkiara welde cc nramya srinivasan n authors,b'_TMYS_',"b'Mumbai, India'",positive,1
12-09-2021 12:08,crypto book flip mask rest hodl kar,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",neutral,0
12-09-2021 11:52,,b'saurabhgungun',b'India',neutral,0
12-09-2021 06:19,urvashi rautela leaves fans mesmerized rs crore worth diamond studded mask n diamond mask,b'UvEnglish',"b'Manipal, Karnataka, India'",positive,0.3
12-09-2021 05:12,weekend styling something creative amp different mundane weekdays n weekend styling stylingtips menswear,b'priyank25617286',b'India',positive,0.111111111
11-09-2021 17:29,posted mask o n nchoose anyone,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",neutral,0
11-09-2021 17:17,will need soon spook people month ahead nlimited quantities available n n n n n n n mask covid,b'10onten',"b'Mumbai, India'",positive,0.4
11-09-2021 16:57,anyone seen beautiful mask f c,b'drmyadav',b'India',positive,0.85
11-09-2021 16:14,online doctor consultation wherever nvisit india mask health,b'racdoc2',b'India',neutral,0
11-09-2021 14:13,clover finance clv n lithium finance lith n beyond finance byn n n casper network n paid network n aioz network,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",neutral,0
11-09-2021 13:37,mask usdt nonly long term f e f nsitting ma support n nif u want buy n,b'Ruch_9',"b'CrYpto W@rld, India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3'",negative,-0.05
11-09-2021 13:13,organic cotton natural dye masks n ndyed natural f c f herbs n nhandmade women n ndm product related query,b'RenuGulati16',"b'Rishikesh, India'",positive,0.066666667
11-09-2021 12:53,use aromatic coffee brew refreshed skin n scru ground coffee coconut oil sugar n mask cof,b'Palmistcares',"b'Delhi, India'",neutral,0
11-09-2021 10:35,happy words sister loved one engagement function n engagement familyfunction familytime,b'VisakkaAmethyst',"b'Palani, Tamil Nadu, India'",positive,0.75
11-09-2021 04:27,called social distancing funny n socialdistancing n coronasituation n corona n mask n staysafe,b'sneha_dog_lover',b'India',positive,0.141666667
11-09-2021 02:45,without mask collect fine share receipt nbcos common m,b'mangal256',"b'Mumbai, India'",positive,0.058333333
19-09-2021 17:41,covid vaccination centres goalpara district n wearamask n assam,b'HealthGoalpara',"b'Goalpara, India'",neutral,0
19-09-2021 12:48,rajasthan coronaupdate n n covid cases reported nout jaipur ntoday s recovered c n case d,b'_lokeshsharma',"b'Jaipur, India'",neutral,0
19-09-2021 06:56,waiting csk cskvmi whistlepodu wearamask,b'Karuppaswamy18',"b'Palidevad, Raigad, India '",neutral,0
19-09-2021 06:38,happy sunday n veerandrasingh hollywood investors producers actors director models fitness actingheadshot,b'VeerandraFanz',b'India',positive,0.8
19-09-2021 05:04,suprabhatam n stayhome staysafe stayisolated wearamask n nmy prayers everyone s safety nwe will overcome,b'kirankumargoli',b'India',neutral,0
19-09-2021 04:53,india india yes,b'priti_sriv',"b'New Delhi, India'",neutral,0
18-09-2021 22:44,cyour imagination preview life s coming attractions d albert einstein n n wearamask f n getvaccinated f,b'IamMBReddy',"b'Cuddapah, India'",neutral,0
18-09-2021 18:55,pune new covid cases deaths wearamask getvaccinated,b'Thevarsteffy',"b'Pune, India'",positive,0.136363636
18-09-2021 18:23,aai coimbatore international airport n n n update arrival departure flight schedule,b'aaicbeairport',"b'Coimbatore, India'",neutral,0
18-09-2021 16:59,eos given necessary directions complaints disposed spot,b'DCPNewDelhi',"b'New Delhi, India'",neutral,0
18-09-2021 14:05,rajasthan coronaupdate n n covid cases reported nout jaipur ntoday s recovered c n cases,b'_lokeshsharma',"b'Jaipur, India'",neutral,0
18-09-2021 10:30,love loved ones wear mask public wear office love colleagues wearamask yearsofeeztail,b'eeztail',"b'Goa, India'",positive,0.425
18-09-2021 09:09,always proud associated thoughts writings sharp goan intellectuals prof bened,b'Ferraodesigns',"b'Goa, India'",positive,0.3375
18-09-2021 01:14,good news mumbai nantibody vity n partially fully vaccinated nunvaccinated nhuge e osure,b'DrAmbrishMithal',"b'New Delhi, India'",positive,0.3
18-09-2021 00:03,cif want live happy life tie goal people things d n n wearamask f n getvaccinated f,b'IamMBReddy',"b'Cuddapah, India'",positive,0.468181818
17-09-2021 16:35,pune reports new covid cases deaths due infection wearamask getvaccinated,b'Thevarsteffy',"b'Pune, India'",positive,0.005681818
17-09-2021 09:53,aai coimbatore international airport n n n update arrival departure flight schedule,b'aaicbeairport',"b'Coimbatore, India'",neutral,0
17-09-2021 09:41,let us take fight covid defeat practically n guwahati assam,b'Mayapurigraphic',"b'Chennai, Tamil Nadu. India'",neutral,0
17-09-2021 04:44,stay safe wear mask vaccinated n vaccinessavelives vaccinated wearamask maskup whisperingyarns,b'WhisperingYarns',"b'Gurgaon, India'",positive,0.5
17-09-2021 04:19,got nd ja done ve come far t go backward lockdowns let s finish,b'ketan83',"b'Maharashtra, India'",positive,0.1
17-09-2021 03:18,early morning hosp starting opd today nearly month thank good wishes hav,b'Unnikri',b'India',positive,0.225
17-09-2021 00:51,aai coimbatore international airport n n n update arrival departure flight schedule,b'aaicbeairport',"b'Coimbatore, India'",neutral,0
17-09-2021 00:30,kesoramrayon wishes happy vishwakarma puja vishwakarmapuja kesophane wearamask staysafe fresh,b'KesophaneW',b'India',positive,0.55
17-09-2021 00:30,kesoramrayon wishes happy vishwakarma puja vishwakarmapuja kesophane wearamask staysafe fresh,b'KesophaneW',b'India',positive,0.55
16-09-2021 21:54,way treat standard set others n n wearamask f n getvaccinated f n staysafe,b'IamMBReddy',"b'Cuddapah, India'",neutral,0
16-09-2021 16:43,wear mask even vaccinated f n wearamask,b'MohinderVerma11',b'India',neutral,0
16-09-2021 10:46,world s largest vaccination drive going good pace fellow indians getvaccinated haven t alread,b'jashanjoshi',"b'Pune, India'",positive,0.7
16-09-2021 06:53,southwest,b'ajaykrsharma038',"b'New Delhi, India'",neutral,0
16-09-2021 06:45,healthy clean f n covid indiafightscovid together staysafe socialdistancing handwashing wearamask,b'ChikitsaMitra',"b'Lucknow, India'",positive,0.433333333
16-09-2021 06:27,indusind bk w lt nabv wc amp nr sl t n nuse positionsize riskmanagement n nchart education,b'AsitbhaskarSatm',"b'Mumbai, India'",neutral,0
16-09-2021 03:42,cit heart one see rightly essential invisible eye d n little princ,b'mixed_pickle',b'India',negative,-0.09375
16-09-2021 03:35,suprabhatam n stayhome staysafe stayisolated wearamask n nmy prayers everyone s safety nwe will overcome,b'kirankumargoli',b'India',neutral,0
16-09-2021 02:52,f kindly wearamask n safekovai,b'MRK_POLLACHI',"b'Pollachi, Tamilnadu, India'",positive,0.6
16-09-2021 02:18,f informed today won t vaccination camps general public kovai n wearamask,b'MRK_POLLACHI',"b'Pollachi, Tamilnadu, India'",positive,0.025
16-09-2021 00:09,cif don t design life plan chances ll fall someone s plan guess,b'IamMBReddy',"b'Cuddapah, India'",neutral,0
15-09-2021 18:12,year old knows important wear mask going,b'realdrama1234',b'India',positive,0.25
15-09-2021 16:01,flash jammu kashmir wednesday witnessed one death fresh positive cases taking number total ac,b'KashmirScroll',b'India',positive,0.175757576
15-09-2021 13:59,aai coimbatore international airport n n n update arrival departure flight schedule,b'aaicbeairport',"b'Coimbatore, India'",neutral,0
15-09-2021 12:58,reminder still need wear masks n n wearamask besafeoutthere,b'chiikoriitaa',b'India',neutral,0
15-09-2021 10:28,mask f social distance f f safetravels n n emojigames wearamask,b'grpmumbai',"b'Mumbai, India'",positive,0.033333333
15-09-2021 00:50,unite fightcorona largestvaccinedrive follow covid appropriate behaviour ca along getting fully,b'SKodineya',"b'Baghpat, India'",positive,0.5
15-09-2021 00:42,ceven re right track ll run sit d n n wearamask f n getvaccinated f,b'IamMBReddy',"b'Cuddapah, India'",positive,0.285714286
14-09-2021 17:57,great news wearamask,b'singhdevelop',b'India',positive,0.8
14-09-2021 16:59,pune reports new covid cases deaths wearamask getvaccinated,b'Thevarsteffy',"b'Pune, India'",positive,0.136363636
14-09-2021 16:37,covid vaccination centres goalpara district n wearamask n assam,b'HealthGoalpara',"b'Goalpara, India'",neutral,0
14-09-2021 14:54,depending mask worn mask maintained one easily tell much shits pers,b'mukund4498',"b'Chennai, India'",positive,0.316666667
14-09-2021 14:48,easily observe conclude much shits people give covid way wear mask s,b'mukund4498',"b'Chennai, India'",positive,0.316666667
14-09-2021 13:18,aai coimbatore international airport n n n update arrival departure flight schedule,b'aaicbeairport',"b'Coimbatore, India'",neutral,0
14-09-2021 09:41,covid vaccination drive organized vle kiran kumar giridih district jharkhand csc covid ca,b'CSCegov_',"b'New Delhi, India'",neutral,0
14-09-2021 06:40,government employees bus drivers conductors station masters amp ticket checking teams wear masks de,b'beingTechie',"b'Mumbai,India'",neutral,0
14-09-2021 05:04,winter coming n n veerandrasingh hollywood investors producers actors director models fitness,b'VeerandraFanz',b'India',neutral,0
14-09-2021 04:45,aai coimbatore international airport n n n update arrival departure flight schedule,b'aaicbeairport',"b'Coimbatore, India'",neutral,0
14-09-2021 02:04,vaccination shot asap prevent hospital admissions take every precaution stepping home,b'RuchiAngrish',"b'Noida, India'",neutral,0
14-09-2021 01:42,rapid progress india s vaccinationdrive n million crore jabs days nhuge credit,b'DrAmbrishMithal',"b'New Delhi, India'",neutral,0
14-09-2021 00:17,one day will wake won t time things ve always wanted now,b'IamMBReddy',"b'Cuddapah, India'",neutral,0
13-09-2021 17:18,covid vaccination centres goalpara district n wearamask n assam,b'HealthGoalpara',"b'Goalpara, India'",neutral,0
13-09-2021 16:50,remember w s nw wash hands nw wear mask nw watch distance nfollow covid appropriate behaviour,b'wc_railway',"b'Jabalpur, India'",positive,0.5
13-09-2021 16:15,pune reports new covid cases deaths wearamask,b'Thevarsteffy',"b'Pune, India'",positive,0.136363636
13-09-2021 13:17,pune district vaccination status nfirst shot nfully vaccinated n nlot citizens now eligible nd shot,b'thedarkrebel',"b'Pune, India'",neutral,0
